iter	Passed	Remaining
246	3006	9164
247	3016	9146
248	3027	9132
249	3040	9120
250	3052	9108
251	3064	9097
252	3078	9088
253	3091	9078
254	3104	9070
255	3115	9053
256	3127	9041
257	3140	9031
258	3152	9020
259	3166	9011
260	3179	9001
261	3192	8991
262	3202	8975
263	3213	8958
264	3223	8941
265	3234	8925
266	3244	8908
267	3255	8891
268	3265	8874
269	3276	8858
270	3286	8841
271	3297	8824
272	3308	8809
273	3318	8793
274	3328	8776
275	3339	8760
276	3350	8744
277	3360	8727
278	3370	8710
279	3381	8694
280	3391	8678
281	3403	8666
282	3414	8650
283	3424	8634
284	3435	8618
285	3446	8603
286	3456	8586
287	3467	8571
288	3477	8555
289	3487	8539
290	3498	8523
291	3508	8507
292	3518	8491
293	3529	8476
294	3540	8461
295	3551	8445
296	3562	8432
297	3573	8417
298	3583	8401
299	3593	8385
300	3604	8370
301	3614	8354
302	3625	8339
303	3636	8325
304	3646	8309
305	3657	8295
306	3668	8280
307	3679	8266
308	3689	8250
309	3700	8236
310	3712	8224
311	3724	8213
312	3737	8202
313	3749	8191
314	3761	8180
315	3775	8171
316	3787	8160
317	3798	8145
318	3808	8130
319	3818	8115
320	3831	8103
321	3841	8089
322	3852	8074
323	3862	8059
324	3873	8044
325	3884	8030
326	3895	8016
327	3905	8001
328	3917	7989
329	3929	7978
330	3941	7967
331	3956	7959
332	3968	7948
333	3981	7939
334	3994	7928
335	4004	7913
336	4015	7899
337	4025	7884
338	4035	7869
339	4046	7854
340	4056	7840
341	4067	7825
342	4077	7810
343	4088	7796
344	4100	7784
345	4114	7777
346	4127	7766
347	4139	7755
348	4152	7746
349	4164	7734
350	4175	7721
351	4187	7708
352	4199	7696
353	4211	7685
354	4224	7675
355	4237	7665
356	4249	7654
357	4261	7642
358	4272	7627
359	4282	7614
360	4293	7599
361	4303	7585
362	4314	7571
363	4324	7556
364	4335	7542
365	4346	7528
366	4356	7514
367	4367	7500
368	4377	7486
369	4389	7474
370	4400	7461
371	4411	7446
372	4421	7432
373	4432	7418
374	4442	7404
375	4453	7390
376	4463	7376
377	4474	7362
378	4485	7349
379	4495	7335
380	4506	7321
381	4516	7307
382	4526	7292
383	4537	7278
384	4548	7265
385	4558	7251
386	4569	7237
387	4579	7223
388	4590	7209
389	4600	7195
390	4610	7181
391	4621	7167
392	4631	7153
393	4642	7140
394	4652	7126
395	4663	7112
396	4673	7098
397	4684	7085
398	4694	7071
399	4706	7060
400	4718	7048
401	4729	7035
402	4740	7022
403	4751	7009
404	4762	6996
405	4772	6982
406	4784	6970
407	4796	6959
408	4809	6949
409	4822	6940
410	4835	6929
411	4848	6919
412	4859	6906
413	4870	6893
414	4882	6881
415	4892	6868
416	4903	6855
417	4913	6841
418	4924	6828
419	4935	6815
420	4945	6801
421	4956	6788
422	4966	6775
423	4977	6761
424	4988	6749
425	5001	6738
426	5013	6727
427	5025	6716
428	5038	6706
429	5051	6695
430	5064	6685
431	5075	6672
432	5085	6659
433	5096	6647
434	5110	6637
435	5120	6623
436	5132	6611
437	5142	6599
438	5153	6585
439	5165	6574
440	5177	6562
441	5190	6552
442	5202	6541
443	5215	6531
444	5229	6521
445	5240	6509
446	5250	6496
447	5263	6484
448	5275	6474
449	5288	6463
450	5300	6452
451	5313	6442
452	5326	6431
453	5337	6419
454	5348	6406
455	5358	6392
456	5370	6381
457	5382	6369
458	5393	6356
459	5403	6343
460	5414	6330
461	5424	6317
462	5435	6303
463	5445	6290
464	5456	6277
465	5466	6264
466	5477	6251
467	5487	6238
468	5498	6225
469	5508	6212
470	5520	6199
471	5530	6187
472	5541	6174
473	5552	6161
474	5562	6148
475	5573	6135
476	5583	6122
477	5594	6109
478	5604	6096
479	5615	6083
480	5625	6070
481	5635	6056
482	5647	6044
483	5657	6031
484	5668	6019
485	5679	6006
486	5689	5993
487	5699	5980
488	5710	5967
489	5720	5954
490	5731	5941
491	5742	5929
492	5753	5916
493	5763	5903
494	5776	5893
495	5787	5880
496	5798	5868
497	5809	5855
498	5819	5843
499	5830	5830
500	5840	5817
501	5851	5805
502	5864	5794
503	5877	5784
504	5890	5773
505	5902	5762
506	5916	5753
507	5928	5741
508	5938	5728
509	5949	5716
510	5959	5703
511	5970	5690
512	5980	5677
513	5991	5665
514	6001	5652
515	6013	5640
516	6023	5627
517	6034	5615
518	6044	5602
519	6056	5590
520	6068	5579
521	6081	5568
522	6093	5557
523	6106	5547
524	6119	5536
525	6132	5526
526	6143	5514
527	6154	5501
528	6165	5489
529	6175	5476
530	6186	5464
531	6197	5451
532	6207	5438
533	6218	5426
534	6234	5418
535	6245	5406
536	6257	5395
537	6269	5383
538	6283	5374
539	6296	5363
540	6309	5352
541	6319	5340
542	6332	5329
543	6344	5318
544	6357	5307
545	6370	5297
546	6383	5286
547	6396	5275
548	6407	5263
549	6417	5250
550	6428	5238
551	6438	5225
552	6449	5213
553	6459	5200
554	6470	5188
555	6481	5175
556	6492	5163
557	6502	5150
558	6513	5138
559	6523	5125
560	6534	5113
561	6544	5100
562	6555	5088
563	6566	5075
564	6576	5063
565	6587	5051
566	6598	5038
567	6608	5026
568	6619	5013
569	6630	5001
570	6640	4989
571	6652	4977
572	6662	4964
573	6673	4952
574	6683	4940
575	6694	4927
576	6705	4916
577	6716	4903
578	6727	4891
579	6737	4878
580	6748	4866
581	6758	4854
582	6769	4841
583	6779	4829
584	6790	4817
585	6801	4805
586	6812	4793
587	6823	4780
588	6833	4768
589	6844	4756
590	6856	4745
591	6867	4732
592	6878	4720
593	6889	4708
594	6900	4697
595	6911	4684
596	6923	4673
597	6935	4662
598	6947	4651
599	6960	4640
600	6973	4629
601	6986	4619
602	6997	4607
603	7008	4595
604	7019	4582
605	7029	4570
606	7040	4558
607	7050	4546
608	7061	4533
609	7071	4521
610	7082	4509
611	7094	4497
612	7104	4485
613	7116	4473
614	7128	4462
615	7140	4450
616	7152	4439
617	7165	4428
618	7178	4418
619	7190	4407
620	7203	4396
621	7214	4384
622	7226	4373
623	7239	4362
624	7250	4350
625	7261	4338
626	7271	4325
627	7282	4313
628	7292	4301
629	7304	4290
630	7317	4279
631	7330	4268
632	7343	4257
633	7363	4250
634	7374	4238
635	7384	4226
636	7397	4215
637	7409	4204
638	7422	4193
639	7434	4181
640	7447	4171
641	7459	4159
642	7470	4147
643	7481	4135
644	7492	4124
645	7503	4111
646	7514	4099
647	7524	4087
648	7535	4075
649	7545	4063
650	7556	4050
651	7566	4038
652	7577	4026
653	7588	4014
654	7598	4002
655	7608	3989
656	7619	3977
657	7630	3965
658	7641	3953
659	7651	3941
660	7662	3929
661	7673	3917
662	7683	3905
663	7693	3893
664	7704	3881
665	7715	3869
666	7725	3856
667	7736	3844
668	7746	3832
669	7757	3820
670	7768	3808
671	7778	3796
672	7789	3784
673	7799	3772
674	7810	3760
675	7820	3748
676	7832	3736
677	7843	3724
678	7853	3712
679	7864	3701
680	7875	3688
681	7886	3677
682	7896	3665
683	7907	3653
684	7918	3641
685	7928	3629
686	7939	3617
687	7950	3605
688	7960	3593
689	7971	3581
690	7982	3569
691	7993	3557
692	8006	3546
693	8018	3535
694	8032	3525
695	8045	3514
696	8059	3503
697	8070	3491
698	8080	3479
699	8091	3467
700	8103	3456
701	8113	3444
702	8124	3432
703	8164	3432
704	8181	3423
705	8192	3411
706	8204	3400
707	8216	3388
708	8229	3377
709	8242	3366
710	8255	3355
711	8268	3344
712	8280	3333
713	8291	3321
714	8301	3309
715	8312	3297
716	8322	3284
717	8333	3272
718	8344	3261
719	8356	3249
720	8367	3238
721	8380	3226
722	8393	3215
723	8406	3204
724	8419	3193
725	8432	3182
726	8444	3170
727	8454	3158
728	8466	3147
729	8478	3136
730	8491	3124
731	8503	3113
732	8516	3102
733	8529	3090
734	8540	3079
735	8551	3067
736	8562	3055
737	8572	3043
738	8582	3031
739	8593	3019
740	8604	3007
741	8614	2995
742	8625	2983
743	8636	2971
744	8646	2959
745	8657	2947
746	8668	2936
747	8679	2924
748	8690	2912
749	8701	2900
750	8712	2888
751	8722	2876
752	8733	2864
753	8744	2853
754	8755	2841
755	8765	2829
756	8776	2817
757	8787	2805
758	8797	2793
759	8808	2781
760	8819	2769
761	8830	2758
762	8842	2746
763	8852	2734
764	8863	2722
765	8873	2710
766	8884	2698
767	8895	2687
768	8906	2675
769	8917	2663
770	8927	2651
771	8938	2639
772	8950	2628
773	8961	2616
774	8971	2604
775	8982	2592
776	8993	2581
777	9003	2569
778	9014	2557
779	9024	2545
780	9035	2533
781	9045	2521
782	9056	2509
783	9069	2498
784	9082	2487
785	9099	2477
786	9113	2466
787	9125	2455
788	9137	2443
789	9147	2431
790	9158	2419
791	9169	2408
792	9179	2396
793	9190	2384
794	9201	2372
795	9211	2360
796	9222	2349
797	9233	2337
798	9243	2325
799	9254	2313
800	9266	2302
801	9279	2290
802	9291	2279
803	9304	2268
804	9317	2256
805	9330	2245
806	9343	2234
807	9354	2222
808	9365	2211
809	9375	2199
810	9386	2187
811	9396	2175
812	9408	2164
813	9418	2152
814	9429	2140
815	9441	2128
816	9454	2117
817	9474	2108
818	9498	2099
819	9520	2089
820	9537	2079
821	9550	2068
822	9562	2056
823	9575	2045
824	9588	2033
825	9600	2022
826	9612	2010
827	9623	1999
828	9633	1987
829	9644	1975
830	9655	1963
831	9666	1951
832	9676	1940
833	9687	1928
834	9698	1916
835	9708	1904
836	9719	1892
837	9729	1880
838	9740	1869
839	9751	1857
840	9762	1845
841	9772	1833
842	9783	1822
843	9794	1810
844	9805	1798
845	9817	1787
846	9828	1775
847	9839	1763
848	9850	1752
849	9861	1740
850	9871	1728
851	9882	1716
852	9893	1704
853	9903	1693
854	9914	1681
855	9924	1669
856	9935	1657
857	9946	1646
858	9957	1634
859	9968	1622
860	9978	1610
861	9989	1599
862	10000	1587
863	10010	1575
864	10021	1564
865	10032	1552
866	10042	1540
867	10053	1528
868	10064	1517
869	10074	1505
870	10085	1493
871	10096	1482
872	10108	1470
873	10119	1458
874	10130	1447
875	10143	1435
876	10155	1424
877	10167	1412
878	10180	1401
879	10193	1390
880	10205	1378
881	10216	1366
882	10226	1355
883	10238	1343
884	10248	1331
885	10259	1320
886	10270	1308
887	10281	1296
888	10291	1285
889	10303	1273
890	10314	1261
891	10325	1250
892	10337	1238
893	10349	1227
894	10362	1215
895	10375	1204
896	10388	1192
897	10400	1181
898	10412	1169
899	10423	1158
900	10434	1146
901	10444	1134
902	10456	1123
903	10467	1111
904	10478	1099
905	10489	1088
906	10500	1076
907	10510	1064
908	10522	1053
909	10535	1041
910	10547	1030
911	10560	1018
912	10573	1007
913	10586	996
914	10598	984
915	10610	973
916	10623	961
917	10637	950
918	10650	938
919	10663	927
920	10675	915
921	10686	904
922	10696	892
923	10707	880
924	10717	869
925	10728	857
926	10739	845
927	10750	834
928	10761	822
929	10772	810
930	10782	799
931	10793	787
932	10805	775
933	10817	764
934	10828	752
935	10839	741
936	10850	729
937	10860	717
938	10871	706
939	10882	694
940	10892	682
941	10903	671
942	10914	659
943	10925	648
944	10935	636
945	10946	624
946	10957	613
947	10968	601
948	10979	590
949	10990	578
950	11001	566
951	11012	555
952	11024	543
953	11036	532
954	11046	520
955	11057	508
956	11068	497
957	11078	485
958	11089	474
959	11101	462
960	11112	450
961	11123	439
962	11134	427
963	11144	416
964	11155	404
965	11166	393
966	11178	381
967	11190	369
968	11204	358
969	11217	346
970	11230	335
971	11244	323
972	11258	312
973	11272	300
974	11283	289
975	11296	277
976	11308	266
977	11321	254
978	11333	243
979	11346	231
980	11358	219
981	11369	208
982	11381	196
983	11392	185
984	11404	173
985	11417	162
986	11430	150
987	11444	138
988	11457	127
989	11469	115
990	11483	104
991	11497	92
992	11510	81
993	11521	69
994	11534	57
995	11546	46
996	11558	34
997	11571	23
998	11583	11
999	11596	0
